id,Brand,Model,Year,Status,Price
125,Acura,RDX Technology,2023,New,47895.0
130,Acura,TLX V6,2019,Used,27000.0
133,Acura,RDX A-Spec,2022,New,50145.0
135,Acura,RDX A-Spec,2022,New,53795.0
136,Acura,TLX w/A-Spec,2023,New,50595.0
141,Acura,RDX A-Spec,2023,New,54545.0
152,Acura,Integra w/A-Spec,2023,New,34395.0
160,Acura,TLX Base,2022,New,39995.0
161,Acura,TLX A-Spec,2022,New,47245.0
162,Acura,TLX A-Spec,2022,New,46745.0
163,Acura,TLX Type,2022,New,55595.0
167,Acura,TLX Advance,2023,New,52445.0
168,Acura,Integra A-Spec,2023,New,36300.0
170,Acura,RDX A-Spec,2023,Used,46985.0
171,Acura,Integra A-Spec,2023,New,36395.0
172,Acura,RDX Base,2023,New,42545.0
173,Acura,RDX Technology,2023,New,47595.0
175,Acura,TLX A-Spec,2023,New,49995.0
177,Acura,TLX A-Spec,2023,New,47795.0
180,Acura,MDX Advance,2023,New,64695.0
189,Acura,RDX A-Spec,2022,New,47945.0
190,Acura,MDX Technology,2022,New,56595.0
196,Acura,RDX Technology,2022,New,47145.0
206,Acura,Integra A-Spec,2023,Used,32998.0
207,Acura,TLX w/A-Spec,2022,New,49445.0
208,Acura,MDX Type,2022,New,72050.0
212,Acura,RDX Base,2016,Used,20948.0
214,Acura,MDX w/Advance,2023,New,64695.0
216,Acura,TLX Type,2023,New,57245.0
218,Acura,Integra Base,2023,New,33095.0
219,Acura,Integra Base,2023,New,31395.0
221,Acura,Integra w/A-Spec,2023,New,36998.0
222,Acura,Integra A-Spec,2023,New,37095.0
223,Acura,Integra w/A-Spec,2023,New,36395.0
224,Acura,MDX Technology,2023,New,56640.0
228,Acura,TLX Technology,2023,New,46443.0
229,Acura,RDX Base,2023,New,50895.0
230,Acura,RDX A-Spec,2022,New,47295.0
232,Acura,RDX Technology,2023,Used,44987.0
234,Acura,MDX Type,2022,New,66700.0
235,Acura,TLX Base,2022,Certified,38500.0
236,Acura,NSX Base,2019,Used,144995.0
237,Acura,ILX A-SPEC,2020,Used,28981.0
238,Acura,TL 3.2,2008,Used,13987.0
239,Acura,RDX Base,2014,Used,19495.0
240,Acura,RDX Technology,2021,Certified,39999.0
241,Acura,TLX V6,2015,Used,24974.0
242,Acura,ILX Premium,2020,Used,27980.0
243,Acura,ILX Premium,2019,Used,23215.0
244,Acura,MDX 3.5L,2018,Used,24995.0
245,Acura,MDX 3.5L,2020,Used,46789.0
246,Acura,MDX Sport,2019,Used,38835.0
247,Acura,MDX 3.5L,2015,Used,21995.0
248,Acura,RDX A-Spec,2021,Used,39231.0
249,Acura,RLX Technology,2015,Used,23989.0
250,Acura,ILX Premium,2019,Used,24988.0
251,Acura,TLX A-Spec,2020,Used,29712.0
252,Acura,MDX 3.5L,2019,Used,36999.0
253,Acura,MDX Technology,2023,Certified,55989.0
254,Acura,RDX Base,2014,Used,21746.0
255,Acura,MDX 3.5L,2017,Used,23998.0
256,Acura,NSX Base,2017,Used,135590.0
257,Acura,MDX 3.5L,2016,Used,23987.0
258,Acura,MDX Sport,2020,Used,43000.0
259,Acura,MDX Type,2022,Used,59956.0
260,Acura,TL 3.7,2011,Used,12995.0
261,Acura,MDX Sport,2019,Certified,36999.0
262,Acura,MDX ,2016,Used,26500.0
263,Acura,RDX Technology,2016,Used,23089.0
264,Acura,ILX Hybrid,2013,Used,17998.0
265,Acura,TSX 2.4,2012,Used,13700.0
266,Acura,TLX A-Spec,2020,Used,37771.0
267,Acura,TLX w/Technology,2017,Used,24997.0
268,Acura,RDX Base,2018,Certified,25888.0
269,Acura,MDX 3.5L,2017,Used,29640.0
270,Acura,NSX Base,2021,Used,164799.0
274,Acura,RDX Base,2023,New,44945.0
277,Acura,RDX Advance,2022,New,52295.0
278,Acura,ILX Base,2018,Used,18984.0
279,Acura,MDX Type,2023,Used,70692.0
281,Acura,RDX A-Spec,2020,Used,38998.0
285,Acura,RLX Technology,2018,Used,32995.0
286,Acura,RDX Technology,2023,New,45995.0
289,Acura,RSX Type,2006,Used,39995.0
291,Acura,MDX Type,2023,New,67850.0
293,Acura,MDX Technology,2023,New,55445.0
296,Acura,TLX A-Spec,2023,New,51290.0
297,Acura,Integra A-Spec,2023,Used,32995.0
298,Acura,MDX 3.5L,2015,Used,22000.0
299,Acura,TL 3.2,2008,Used,9485.0
300,Acura,ILX Premium,2022,Certified,30799.0
301,Acura,TLX V6,2019,Used,29998.0
304,Acura,NSX Type,2022,New,188494.0
305,Acura,TLX Base,2023,New,41245.0
306,Acura,TLX FWD,2016,Used,19998.0
308,Acura,MDX w/A-Spec,2023,New,61645.0
311,Acura,ILX Premium,2022,Used,29997.0
312,Acura,RDX A-Spec,2023,New,47945.0
313,Acura,TLX Technology,2021,Used,29995.0
316,Acura,TLX V6,2020,Used,36905.0
319,Acura,TLX A-Spec,2022,New,50158.0
320,Acura,MDX Type,2023,New,68545.0
322,Acura,ILX Premium,2021,Used,27900.0
323,Acura,ILX Premium,2022,Used,28981.0
324,Acura,Integra A-Spec,2023,Used,32887.0
325,Acura,MDX 3.5L,2017,Used,29995.0
326,Acura,ILX Premium,2022,Used,30119.0
330,Acura,TLX Type,2023,New,58145.0
331,Acura,MDX Technology,2023,New,55945.0
335,Acura,MDX 3.5L,2017,Used,24410.0
336,Acura,MDX 3.5L,2015,Used,21877.0
337,Acura,Integra A-Spec,2023,New,36895.0
341,Acura,RDX w/AcuraWatch,2018,Used,22980.0
342,Acura,TLX Type,2022,New,55000.0
343,Acura,RDX Base,2021,Used,35783.0
344,Acura,TSX 2.4,2014,Used,15888.0
353,Acura,RDX AcuraWatch,2017,Used,18950.0
357,Acura,MDX Technology,2023,New,57645.0
358,Acura,MDX 3.5L,2019,Used,31495.0
360,Acura,TLX A-Spec,2023,New,48694.0
363,Acura,ILX Base,2019,Used,19995.0
364,Acura,ILX Premium,2022,Certified,28267.0
365,Acura,MDX 3.5L,2017,Used,24876.0
366,Acura,RLX Sport,2020,Certified,42266.0
368,Acura,MDX 3.5L,2017,Used,22990.0
369,Acura,ILX w/Technology/A-Spec,2022,Certified,29927.0
371,Acura,RDX Advance,2023,New,53045.0
372,Acura,TLX Type,2023,New,63995.0
379,Acura,RDX A-Spec,2021,Used,45995.0
381,Acura,RDX Advance,2018,Used,27995.0
383,Acura,TSX 2.4,2014,Used,17975.0
386,Acura,ILX Premium,2021,Used,26997.0
388,Acura,MDX 3.5L,2020,Used,40857.0
390,Acura,TLX A-Spec,2022,Used,38690.0
394,Acura,TLX A-Spec,2022,Used,39900.0
396,Acura,TL 3.5,2014,Used,13994.0
398,Acura,MDX A-Spec,2022,Used,55253.0
399,Acura,MDX w/Advance,2023,New,64195.0
400,Acura,MDX A-Spec,2022,New,59945.0
401,Acura,MDX Type,2023,New,74245.0
402,Acura,RDX Technology,2023,New,46645.0
403,Acura,RDX Technology,2022,Used,41719.0
406,Acura,ILX Base,2021,Certified,24198.0
408,Acura,ILX Premium,2018,Used,22998.0
409,Acura,TLX Type,2023,New,56650.0
411,Acura,MDX 3.5L,2020,Used,41988.0
413,Acura,TL 3.2,2007,Used,9995.0
414,Acura,Integra A-Spec,2023,New,33395.0
415,Acura,Integra Base,2023,Used,33890.0
416,Acura,NSX Base,2017,Used,138931.0
417,Acura,MDX Sport,2020,Used,39998.0
418,Acura,RDX Technology,2019,Used,34979.0
419,Acura,RLX Technology,2018,Used,31900.0
421,Acura,MDX 3.5L,2019,Used,35991.0
422,Acura,RDX A-Spec,2022,Used,47792.0
423,Acura,MDX Sport,2018,Used,25995.0
424,Acura,TLX A-Spec,2022,Used,44995.0
425,Acura,MDX A-Spec,2022,Certified,53989.0
427,Acura,TLX Tech,2023,New,45245.0
428,Acura,RLX Technology,2016,Used,19000.0
429,Acura,ILX Technology,2021,Used,29787.0
431,Acura,ILX Base,2019,Used,20995.0
433,Acura,RDX W/LEATHER,2016,Used,18490.0
434,Acura,Integra A-Spec,2023,New,33895.0
435,Acura,TL Technology,2014,Used,16796.0
436,Acura,TLX V6,2020,Used,34711.0
438,Acura,ILX w/Premium/A-Spec,2022,Used,29962.0
439,Acura,TLX V6,2018,Used,31000.0
440,Acura,MDX 3.5L,2018,Used,29631.0
441,Acura,TLX V6,2017,Used,26643.0
444,Acura,TL ,2006,Used,5449.0
445,Acura,TLX A-Spec,2022,Certified,44204.0
446,Acura,TLX Type,2022,Certified,52989.0
447,Acura,TLX A-Spec,2023,New,48600.0
448,Acura,ILX Base,2021,Used,26706.0
449,Acura,MDX 3.5L,2015,Used,20998.0
451,Acura,RDX w/A-Spec,2023,New,55045.0
452,Acura,RLX Base,2014,Used,14250.0
454,Acura,ILX Base,2022,Used,26295.0
455,Acura,RLX Technology,2018,Used,35995.0
456,Acura,RDX Base,2009,Used,11500.0
457,Acura,MDX 3.5L,2020,Used,39500.0
460,Acura,MDX Type,2023,New,73895.0
462,Acura,RDX Technology,2022,New,44445.0
463,Acura,RDX A-Spec,2023,New,54595.0
465,Acura,Integra A-Spec,2023,New,36900.0
466,Acura,TLX Technology,2022,Certified,38765.0
467,Acura,RDX w/Technology,2023,New,47395.0
469,Acura,MDX Type,2023,Certified,70995.0
470,Acura,ILX 2.0L,2013,Used,15432.0
471,Acura,MDX 3.5L,2020,Used,34500.0
473,Acura,RLX Technology,2017,Used,17995.0
475,Acura,ILX Premium,2020,Used,25322.0
477,Acura,MDX Technology,2022,Used,51905.0
478,Acura,ILX Premium,2021,Used,25923.0
481,Acura,MDX Base,2022,Used,46900.0
483,Acura,MDX 3.5L,2020,Used,37998.0
484,Acura,Integra w/A-Spec,2023,Used,33998.0
485,Acura,MDX Advance,2023,Used,58895.0
486,Acura,ILX Base,2021,Used,25988.0
487,Acura,TL 3.2,2007,Used,8498.0
488,Acura,Integra A-Spec,2023,Used,38985.0
489,Acura,RDX ,2018,Used,26998.0
491,Acura,MDX ,2008,Used,9995.0
492,Acura,RDX Technology,2021,Used,39764.0
494,Acura,TL Technology,2010,Used,12985.0
496,Acura,TLX V6,2016,Used,22613.0
497,Acura,RDX A-Spec,2023,New,48995.0
498,Acura,ILX Premium,2021,Used,24800.0
500,Acura,NSX Base,2017,Used,135991.0
501,Acura,MDX Base,2023,New,52945.0
502,Acura,RLX Technology,2015,Used,23899.0
503,Acura,ILX Premium,2019,Used,21745.0
504,Acura,RDX Technology,2020,Used,39988.0
507,Acura,ILX Premium,2019,Used,23929.0
508,Acura,RDX Tech,2010,Used,9799.0
512,Acura,MDX 3.5L,2019,Used,35790.0
514,Acura,ILX Premium,2022,Used,28864.0
515,Acura,MDX 3.5L,2017,Used,22562.0
517,Acura,MDX Type,2022,New,67200.0
518,Acura,ILX Premium,2019,Used,25976.0
520,Acura,MDX Technology,2022,Used,51575.0
523,Acura,TLX Type,2023,Used,62000.0
524,Acura,MDX Sport,2020,Used,41995.0
526,Acura,MDX 3.5L,2020,Used,34900.0
527,Acura,ILX Premium,2021,Used,29955.0
528,Acura,MDX A-Spec,2023,New,59950.0
529,Acura,ILX Premium,2017,Used,19990.0
530,Acura,RDX Base,2019,Certified,29651.0
531,Acura,MDX 3.5L,2017,Used,28574.0
532,Acura,ILX Premium,2022,Certified,27750.0
533,Acura,ILX Premium,2020,Used,26991.0
534,Acura,RDX Technology,2020,Certified,37385.0
535,Acura,MDX A-Spec,2023,New,60645.0
536,Acura,MDX Technology,2022,Used,44987.0
537,Acura,MDX Advance,2022,New,61995.0
538,Acura,MDX 3.5L,2019,Used,37300.0
539,Acura,Integra A-Spec,2023,Used,36495.0
540,Acura,MDX 3.5L,2020,Certified,31991.0
541,Acura,RDX A-Spec,2021,Used,40588.0
542,Acura,NSX T,1997,Used,149475.0
543,Acura,MDX 3.5L,2020,Used,35000.0
545,Acura,NSX Base,2020,Used,162900.0
546,Acura,ILX 2.4L,2016,Used,14600.0
547,Acura,Integra A-Spec,2023,Used,35199.0
552,Acura,RDX A-Spec,2022,New,47445.0
553,Acura,ILX Premium,2021,Certified,26990.0
554,Acura,MDX 3.5L,2019,Used,32777.0
555,Acura,ILX Hybrid,2013,Used,7594.0
557,Acura,Integra w/A-Spec,2023,Used,33995.0
558,Acura,ILX Premium,2022,Used,26987.0
560,Acura,TLX V6,2019,Used,33995.0
561,Acura,MDX Type,2022,New,73095.0
566,Acura,RDX Technology,2022,New,43795.0
567,Acura,TLX Advance,2021,Used,39544.0
568,Acura,NSX Base,2021,Used,164556.0
570,Acura,TLX Technology,2022,Used,40973.0
571,Acura,TLX V6,2019,Used,33722.0
572,Acura,MDX 3.5L,2019,Used,36990.0
574,Acura,RDX Technology,2023,New,48094.0
576,Acura,TLX Tech,2016,Used,18995.0
577,Acura,ILX Premium,2021,Certified,27295.0
579,Acura,MDX 3.5L,2014,Used,24000.0
580,Acura,TL Technology,2010,Used,8400.0
581,Acura,RDX Technology,2020,Used,35787.0
582,Acura,MDX Technology,2023,Used,54437.0
583,Acura,RDX Base,2020,Used,33174.0
585,Acura,RLX FWD,2020,Certified,39300.0
588,Acura,MDX Advance,2022,Certified,54995.0
589,Acura,ILX Premium,2020,Used,24998.0
592,Acura,RDX Base,2019,Used,32985.0
593,Acura,ILX 2.4L,2016,Used,17998.0
596,Acura,TLX Technology,2021,Used,35490.0
597,Acura,RDX A-Spec,2023,New,56040.0
598,Acura,ILX Premium,2022,Used,29775.0
599,Acura,TLX FWD,2017,Used,23197.0
600,Acura,MDX 3.5L,2019,Used,36902.0
601,Acura,MDX Type,2023,New,74995.0
602,Acura,ILX Premium,2020,Certified,25370.0
603,Acura,TLX ,2023,New,41045.0
604,Acura,Integra w/A-Spec,2023,New,37095.0
606,Acura,ILX Premium,2019,Used,23500.0
609,Acura,ILX ONE,2018,Used,22998.0
610,Acura,MDX 3.5L,2017,Used,28998.0
611,Acura,TLX Type,2023,New,56950.0
612,Acura,MDX 3.5L,2017,Used,28804.0
613,Acura,ILX Premium,2020,Certified,26991.0
614,Acura,RDX Advance,2019,Used,29999.0
615,Acura,ILX Technology,2020,Used,27000.0
616,Acura,MDX Type,2022,New,68395.0
620,Acura,NSX Base,2019,Used,174980.0
622,Acura,RDX Technology,2021,Used,38900.0
623,Acura,TLX V6,2019,Used,23995.0
624,Acura,RDX Technology,2020,Used,34998.0
625,Acura,Integra w/A-Spec,2023,Used,36180.0
626,Acura,RLX Technology,2017,Used,26494.0
627,Acura,MDX 3.5L,2017,Used,23217.0
628,Acura,MDX Sport,2018,Used,39500.0
629,Acura,TLX 2.4L,2020,Certified,26788.0
630,Acura,RDX Base,2019,Certified,35200.0
631,Acura,Integra A-Spec,2023,New,38095.0
633,Acura,TLX Technology,2021,Used,34990.0
635,Acura,MDX 3.5L,2017,Used,26950.0
636,Acura,RDX Base,2019,Certified,29995.0
638,Acura,MDX 3.5L,2020,Used,38998.0
639,Acura,RSX Base,2003,Used,14000.0
640,Acura,TL 3.5,2012,Used,16500.0
641,Acura,RLX Advance,2014,Used,21338.0
642,Acura,RDX Advance,2018,Used,27911.0
645,Acura,MDX 3.5L,2020,Used,34536.0
646,Acura,RLX Technology,2018,Used,35230.0
648,Acura,MDX 3.5L,2020,Used,35563.0
649,Acura,MDX 3.5L,2019,Used,35500.0
651,Acura,TLX V6,2018,Used,26824.0
652,Acura,TLX Technology,2019,Used,26500.0
653,Acura,RDX Technology,2021,Used,37490.0
656,Acura,ILX Premium,2016,Used,19490.0
658,Acura,NSX Base,2017,Used,129895.0
659,Acura,RDX Technology,2013,Used,17297.0
661,Acura,MDX Sport,2007,Used,10495.0
662,Acura,RLX Sport,2018,Used,34595.0
663,Acura,RLX Advance,2015,Used,28879.0
665,Acura,MDX A-Spec,2022,Used,51841.0
666,Acura,ILX Premium,2020,Used,25488.0
667,Acura,RLX Technology,2018,Used,28595.0
670,Acura,MDX Advance,2022,Used,57436.0
671,Acura,ILX Premium,2022,Certified,27995.0
674,Acura,ILX w/Technology/A-Spec,2022,Certified,31999.0
676,Acura,TLX V6,2019,Certified,31760.0
680,Acura,ILX 2.0L,2015,Used,16000.0
681,Acura,TLX V6,2018,Used,24777.0
682,Acura,RDX Technology,2023,New,45695.0
683,Acura,MDX 3.5L,2020,Used,35850.0
684,Acura,MDX 3.5L,2020,Used,34943.0
686,Acura,TLX V6,2020,Used,29000.0
688,Acura,MDX 3.5L,2020,Used,34988.0
689,Acura,MDX A-Spec,2022,Certified,52989.0
691,Acura,MDX Sport,2019,Used,40500.0
692,Acura,RDX Technology,2020,Certified,35642.0
693,Acura,MDX 3.5L,2015,Used,24997.0
694,Acura,ILX Base,2021,Used,29995.0
695,Acura,TLX Advance,2021,Used,37953.0
698,Acura,TLX Technology,2022,Used,42793.0
699,Acura,ILX Base,2021,Used,24299.0
704,Acura,Integra w/A-Spec,2023,Used,33988.0
708,Acura,MDX Sport,2020,Used,52398.0
710,Acura,MDX 3.5L,2020,Certified,31987.0
711,Acura,RDX A-Spec,2019,Certified,37900.0
713,Acura,TLX V6,2019,Used,28998.0
714,Acura,RLX Technology,2018,Used,29981.0
715,Acura,TLX FWD,2020,Used,21987.0
716,Acura,ILX Premium,2021,Certified,29995.0
718,Acura,Integra A-Spec,2023,Used,37997.0
720,Acura,MDX 3.5L,2020,Used,36377.0
722,Acura,RDX Technology,2021,Used,37197.0
724,Acura,NSX Base,2017,Used,143495.0
725,Acura,ILX Premium,2019,Used,25777.0
727,Acura,ILX W/PREMIUM/A-SPE,2017,Used,20677.0
728,Acura,MDX 3.5L,2020,Certified,36841.0
731,Acura,ILX Technology,2019,Used,23677.0
732,Acura,TLX FWD,2016,Used,15991.0
733,Acura,TLX Technology,2020,Certified,29999.0
734,Acura,MDX A-Spec,2022,Used,51997.0
735,Acura,MDX 3.5L,2020,Used,31253.0
736,Acura,RDX A-Spec,2020,Used,36000.0
739,Acura,TLX FWD,2020,Used,27390.0
740,Acura,ILX Base,2021,Used,25995.0
742,Acura,RDX Technology,2018,Certified,26994.0
744,Acura,ILX Premium,2021,Certified,27286.0
745,Acura,TLX Technology,2021,Used,37099.0
747,Acura,MDX 3.5L,2019,Used,36998.0
748,Acura,RDX Base,2018,Used,26333.0
749,Acura,TLX FWD,2020,Used,25441.0
751,Acura,MDX 3.5L,2017,Used,27490.0
753,Acura,TLX Advance,2021,Used,42992.0
755,Acura,MDX 3.5L,2020,Certified,40323.0
757,Acura,MDX Technology,2023,New,56045.0
758,Acura,RSX ,2004,Used,12850.0
759,Acura,Integra w/A-Spec,2023,Used,34824.0
760,Acura,TLX Technology,2022,New,46695.0
761,Acura,NSX Base,2019,Used,149999.0
762,Acura,MDX Advance,2022,Used,53996.0
763,Acura,MDX 3.7L,2011,Used,11995.0
766,Acura,TLX Advance,2021,Certified,39791.0
767,Acura,TLX Base,2021,Used,29619.0
768,Acura,TLX V6,2018,Used,29877.0
769,Acura,TLX Technology,2022,Certified,39063.0
770,Acura,TLX Technology,2020,Used,28489.0
771,Acura,RLX Technology,2015,Used,17795.0
772,Acura,MDX 3.5L,2015,Used,19394.0
773,Acura,ILX TECHNOLOGY&A-SPEC,2022,Certified,30990.0
774,Acura,MDX 3.5L,2019,Used,31995.0
775,Acura,MDX 3.5L,2018,Certified,26795.0
777,Acura,RDX A-Spec,2021,Used,47895.0
778,Acura,MDX 3.5L,2017,Used,28232.0
779,Acura,TLX V6,2019,Used,30689.0
780,Acura,TLX Advance,2021,Used,41369.0
781,Acura,MDX 3.7L,2012,Used,17998.0
782,Acura,MDX 3.5L,2019,Used,37995.0
783,Acura,RLX Sport,2018,Used,31385.0
785,Acura,TLX Technology,2021,Used,33995.0
786,Acura,Integra A-Spec,2023,New,35095.0
788,Acura,RDX Technology,2019,Used,32295.0
789,Acura,MDX 3.5L,2017,Used,23990.0
790,Acura,RDX Technology,2019,Used,34995.0
791,Acura,Integra w/A-Spec,2023,Used,37995.0
792,Acura,TLX V6,2018,Used,20995.0
793,Acura,TLX V6,2020,Used,31989.0
794,Acura,ILX Technology,2019,Certified,24754.0
795,Acura,RDX A-Spec,2021,Used,38460.0
796,Acura,TLX V6,2015,Used,19995.0
797,Acura,ILX Premium,2021,Used,27342.0
799,Acura,RDX A-Spec,2023,Used,48555.0
800,Acura,TLX A-Spec,2023,New,49100.0
802,Acura,ILX Base,2019,Used,23995.0
805,Acura,RDX Base,2019,Used,32877.0
807,Acura,ILX ,2018,Used,22983.0
808,Acura,ILX Premium,2019,Used,27856.0
810,Acura,TLX A-Spec,2020,Used,30744.0
811,Acura,ILX Base,2019,Used,20798.0
812,Acura,RDX A-Spec,2019,Used,29995.0
813,Acura,MDX 3.5L,2018,Used,29500.0
815,Acura,ILX Premium,2022,Used,26264.0
816,Acura,RDX Technology,2020,Used,34995.0
817,Acura,MDX A-Spec,2022,Used,57680.0
818,Acura,RDX A-Spec,2023,New,51520.0
820,Acura,MDX Technology,2023,Used,51445.0
823,Acura,RDX Technology,2019,Used,35000.0
824,Acura,ILX Premium,2020,Used,21980.0
825,Acura,RDX Technology,2020,Used,31881.0
827,Acura,TLX Technology,2022,Used,39990.0
828,Acura,MDX Advance,2022,Used,41499.0
829,Acura,TLX A-Spec,2022,Used,47939.0
830,Acura,RDX Technology,2016,Used,22995.0
834,Acura,TLX A-Spec,2023,New,48690.0
835,Acura,RLX Technology,2014,Used,14999.0
836,Acura,RDX A-Spec,2022,Used,49999.0
837,Acura,TLX A-Spec,2022,Certified,46988.0
838,Acura,MDX 3.5L,2020,Used,43550.0
839,Acura,TLX Type,2021,Certified,48786.0
840,Acura,MDX 3.5L,2019,Used,35990.0
843,Acura,TL Technology,2012,Used,16990.0
845,Acura,TLX V6,2018,Used,26498.0
846,Acura,MDX Type,2022,Used,64423.0
849,Acura,TSX 2.4,2013,Used,16995.0
850,Acura,Integra A-Spec,2023,Used,32881.0
851,Acura,MDX Technology,2023,New,57145.0
852,Acura,TSX 2.4,2013,Used,13975.0
853,Acura,RLX Sport,2016,Used,24990.0
854,Acura,TLX V6,2019,Used,33987.0
855,Acura,ILX ,2017,Used,22998.0
856,Acura,MDX Advance,2023,Used,61099.0
857,Acura,RDX Technology,2020,Used,32495.0
858,Acura,MDX Advance,2022,New,62995.0
859,Acura,Integra w/A-Spec,2023,Used,34395.0
861,Acura,ILX Base,2020,Used,22995.0
864,Acura,RLX Advance,2016,Used,26911.0
865,Acura,TLX A-Spec,2020,Used,28751.0
866,Acura,MDX 3.5L,2019,Used,33444.0
867,Acura,RLX Sport,2018,Used,35544.0
869,Acura,TL Technology,2012,Used,14999.0
871,Acura,RDX Advance,2023,New,52695.0
873,Acura,RDX Base,2021,Used,38998.0
876,Acura,MDX Technology,2023,Used,50817.0
877,Acura,TL Technology,2012,Used,11995.0
878,Acura,RDX Technology,2021,Used,40562.0
879,Acura,RDX PMC,2021,Used,49000.0
880,Acura,RDX A-Spec,2021,Used,44000.0
883,Acura,RDX A-Spec,2021,Used,38516.0
884,Acura,TLX A-Spec,2022,Used,45497.0
886,Acura,RDX Technology,2023,New,47395.0
889,Acura,NSX ,1992,Used,69500.0
890,Acura,Integra Base,2023,Certified,34475.0
892,Acura,TLX V6,2015,Used,17937.0
893,Acura,TL 3.5,2012,Used,16995.0
894,Acura,ILX Base,2019,Certified,24990.0
896,Acura,MDX Sport,2019,Used,40551.0
899,Acura,MDX 3.5L,2020,Used,34823.0
901,Acura,MDX 3.5L,2018,Used,30997.0
902,Acura,ILX Technology,2021,Used,27905.0
904,Acura,TLX Type,2022,New,56095.0
907,Acura,TLX A-Spec,2022,Certified,44682.0
908,Acura,TSX 2.4,2011,Used,14990.0
912,Acura,RLX Technology,2014,Used,21547.0
913,Acura,ILX Base,2020,Used,23000.0
914,Acura,MDX Tech,2012,Used,14999.0
915,Acura,RDX Base,2019,Used,24500.0
921,Acura,MDX A-Spec,2022,Used,51750.0
922,Acura,Integra A-Spec,2023,New,44030.0
923,Acura,RLX Advance,2017,Used,39721.0
924,Acura,TLX V6,2019,Used,28995.0
925,Acura,RDX Technology,2017,Used,29824.0
926,Acura,RDX Technology,2019,Used,36995.0
929,Acura,RDX A-Spec,2019,Used,39203.0
930,Acura,TL Type,2007,Used,9470.0
931,Acura,TLX V6,2020,Used,30889.0
